"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dtype","framework","num_models","mode","ConvNet with Global Pooling Benchmark Time.combined.max","ConvNet with Global Pooling Benchmark Time.combined.mean","ConvNet with Global Pooling Benchmark Time.combined.median","ConvNet with Global Pooling Benchmark Time.combined.min","ConvNet with Global Pooling Benchmark Time.combined.std","ConvNet with Global Pooling Benchmark Time.fprop.max","ConvNet with Global Pooling Benchmark Time.fprop.mean","ConvNet with Global Pooling Benchmark Time.fprop.median","ConvNet with Global Pooling Benchmark Time.fprop.min","ConvNet with Global Pooling Benchmark Time.fprop.std","4-layer MLP Benchmark Time.bprop.max","4-layer MLP Benchmark Time.bprop.mean","4-layer MLP Benchmark Time.bprop.median","4-layer MLP Benchmark Time.bprop.min","4-layer MLP Benchmark Time.bprop.std","4-layer MLP Benchmark Time.combined.max","4-layer MLP Benchmark Time.combined.mean","4-layer MLP Benchmark Time.combined.median","4-layer MLP Benchmark Time.combined.min","4-layer MLP Benchmark Time.combined.std","4-layer MLP Benchmark Time.fprop.max","4-layer MLP Benchmark Time.fprop.mean","4-layer MLP Benchmark Time.fprop.median","4-layer MLP Benchmark Time.fprop.min","4-layer MLP Benchmark Time.fprop.std","Conv Layer Benchmark Time.combined.max","Conv Layer Benchmark Time.combined.mean","Conv Layer Benchmark Time.combined.median","Conv Layer Benchmark Time.combined.min","Conv Layer Benchmark Time.combined.std","Conv Layer Benchmark Time.fprop.max","Conv Layer Benchmark Time.fprop.mean","Conv Layer Benchmark Time.fprop.median","Conv Layer Benchmark Time.fprop.min","Conv Layer Benchmark Time.fprop.std","ConvNet with Global Pooling Benchmark Time.bprop.max","ConvNet with Global Pooling Benchmark Time.bprop.mean","ConvNet with Global Pooling Benchmark Time.bprop.median","ConvNet with Global Pooling Benchmark Time.bprop.min","ConvNet with Global Pooling Benchmark Time.bprop.std","MLP Benchmark Time.combined.max","MLP Benchmark Time.combined.mean","MLP Benchmark Time.combined.median","MLP Benchmark Time.combined.min","MLP Benchmark Time.combined.std","MLP Benchmark Time.fprop.max","MLP Benchmark Time.fprop.mean","MLP Benchmark Time.fprop.median","MLP Benchmark Time.fprop.min","MLP Benchmark Time.fprop.std","error"
"pytorch-benchmark-B1-N1-dtypetorch.float16-modescript","finished","-","evolvingfungus","","2023-10-16T18:54:28.000Z","8","","1","torch.float16","pytorch","1","script","0.002215862274169922","0.0010966777335852385","0.0011625289916992188","0.0007748603820800781","0.00019572653400246057","0.0006768703460693359","0.00042519569979049265","0.00040030479431152344","0.0003910064697265625","0.000044982265535509214","0.000583648681640625","0.0004574012709781527","0.0004529953002929687","0.0004458427429199219","0.000015809870092198253","0.0008306503295898438","0.0006602311041206121","0.000652313232421875","0.000644683837890625","0.000024018794647417963","0.00025010108947753906","0.0002028298331424594","0.00019979476928710935","0.0001962184906005859","0.000010617442967486568","0.00029659271240234375","0.0000780415502958931","0.0000705718994140625","0.00006723403930664062","0.00002390230292803608","0.00029659271240234375","0.0000780415502958931","0.0000705718994140625","0.00006723403930664062","0.00002390230292803608","0.001538991928100586","0.0006714820628985763","0.0007638931274414062","0.0003807544708251953","0.000185372366104275","0.0002856254577636719","0.000035400389606365934","0.00002956390380859375","0.000028371810913085938","0.000025885392460622825","0.0002856254577636719","0.000035400389606365934","0.00002956390380859375","0.000028371810913085938","0.000025885392460622825",""
"pytorch-benchmark-B100-N500-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:54:15.000Z","11","","500","torch.float16","pytorch","100","trace","","","","","","","","","","","","","","","","","","","","","","","","","","0.00039124488830566406","0.00008726119995117188","0.00008296966552734375","0.00008130073547363281","0.00003110400211880915","0.00039124488830566406","0.00008726119995117188","0.00008296966552734375","0.00008130073547363281","0.00003110400211880915","","","","","","0.0003633499145507813","0.00003765583096537739","0.00003361701965332031","0.000029325485229492188","0.00003335340443300083","0.0003633499145507813","0.00003765583096537739","0.00003361701965332031","0.000029325485229492188","0.00003335340443300083","CUDA out of memory. Tried to allocate 18.69 GiB. GPU 0 has a total capacty of 47.51 GiB of which 5.30 GiB is free. Including non-PyTorch memory, this process has 42.20 GiB memory in use. Of the allocated memory 31.37 GiB is allocated by PyTorch, and 10.30 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF"
"pytorch-benchmark-B100-N100-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:53:25.000Z","7","","100","jax.numpy.float32","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N100-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:53:08.000Z","65","","100","torch.float16","pytorch","100","trace","0.46217966079711914","0.44051802158355713","0.4400336742401123","0.42290830612182617","0.008147800341248512","0.005008220672607422","0.0027475834358483553","0.0027370452880859375","0.0022423267364501953","0.00041736598359420896","0.12106633186340332","0.09665173292160034","0.0939655303955078","0.07410144805908203","0.01077622640877962","0.12153482437133788","0.09704843163490295","0.09428834915161131","0.07462811470031738","0.010766667313873768","0.0007762908935546875","0.0003967070661019534","0.00033783912658691406","0.0002675056457519531","0.00012062954192515464","0.0004138946533203125","0.00009521484025754036","0.00008416175842285156","0.00008130073547363281","0.00004163707126281224","0.0004138946533203125","0.00009521484025754036","0.00008416175842285156","0.00008130073547363281","0.00004163707126281224","0.45952868461608887","0.43777042627334595","0.4372448921203614","0.41979336738586426","0.008186370134353638","0.0003044605255126953","0.00003746032598428428","0.00003528594970703125","0.000029802322387695312","0.000027260513888904825","0.0003044605255126953","0.00003746032598428428","0.00003528594970703125","0.000029802322387695312","0.000027260513888904825",""
"pytorch-benchmark-B100-N100-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T18:53:05.000Z","9","","100","jax.numpy.float32","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N100-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:52:45.000Z","9","","100","jax.numpy.float32","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N50-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:52:29.000Z","37","","50","torch.float16","pytorch","100","trace","0.6801199913024902","0.22693659365177157","0.22342801094055176","0.2005555629730225","0.04856994748115539","0.008720159530639648","0.0027850198093801737","0.0026247501373291016","0.002151966094970703","0.0007946141413412988","0.06502723693847656","0.04904436692595482","0.044455528259277344","0.0342714786529541","0.00745558412745595","0.06535649299621582","0.049373969435691833","0.044803619384765625","0.03480052947998047","0.0074572316370904446","0.0007016658782958984","0.00032959700911305845","0.0003218650817871094","0.00027060508728027344","0.00006206634861882776","0.00025200843811035156","0.00010218381794402376","0.00009942054748535156","0.0000979900360107422","0.00001586260987096466","0.00025200843811035156","0.00010218381794402376","0.00009942054748535156","0.0000979900360107422","0.00001586260987096466","0.6775500774383545","0.2241515964269638","0.22096920013427737","0.19811320304870603","0.04856367781758309","0.0002143383026123047","0.0000388479238608852","0.0000362396240234375","0.00003528594970703125","0.000017940325051313266","0.0002143383026123047","0.0000388479238608852","0.0000362396240234375","0.00003528594970703125","0.000017940325051313266",""
"pytorch-benchmark-B100-N10-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:52:12.000Z","14","","10","torch.float16","pytorch","100","trace","0.05113673210144043","0.03957716375589371","0.0386049747467041","0.0370786190032959","0.002755424240604043","0.004111766815185547","0.003066911594942212","0.002953052520751953","0.002798795700073242","0.0002558153646532446","0.01974654197692871","0.013302402570843697","0.012816905975341795","0.008716344833374023","0.002640301128849387","0.01999783515930176","0.013611500151455402","0.013061761856079102","0.009021759033203123","0.0026188779156655073","0.00199127197265625","0.0003090977552346885","0.000244140625","0.0002343654632568359","0.00020931016479153183","0.00029850006103515625","0.0000918936711968854","0.00008440017700195312","0.00008153915405273438","0.000022905493096914142","0.00029850006103515625","0.0000918936711968854","0.00008440017700195312","0.00008153915405273438","0.000022905493096914142","0.04781675338745117","0.03651025146245957","0.03560948371887207","0.03421211242675781","0.0027019763365387917","0.0002570152282714844","0.00004337787686381489","0.000036716461181640625","0.00003027915954589844","0.00003410043063922785","0.0002570152282714844","0.00004337787686381489","0.000036716461181640625","0.00003027915954589844","0.00003410043063922785",""
"pytorch-benchmark-B100-N1-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:51:56.000Z","14","","1","torch.float16","pytorch","100","trace","0.024991512298583984","0.013892593793570995","0.01293325424194336","0.007508754730224609","0.002531168283894658","0.009083986282348633","0.003142154309898615","0.002924680709838867","0.0027544498443603516","0.0009023593738675116","0.01916408538818359","0.012968075461685658","0.012769699096679688","0.008279085159301758","0.0011447974247857928","0.019402027130126953","0.013209324330091476","0.012999534606933594","0.008547782897949219","0.0011292330455034971","0.0006587505340576172","0.00024124860647134483","0.0002312660217285156","0.00022721290588378904","0.000047967714635888115","0.0003192424774169922","0.00007977962377481163","0.00007891654968261719","0.00006651878356933594","0.000025654459022916853","0.0003192424774169922","0.00007977962377481163","0.00007891654968261719","0.00006651878356933594","0.000025654459022916853","0.021376848220825195","0.010750439018011091","0.010003089904785156","0.004241943359375","0.0023681120947003365","0.000408172607421875","0.00003833055598079227","0.00003457069396972656","0.0000286102294921875","0.00003754547287826426","0.000408172607421875","0.00003833055598079227","0.00003457069396972656","0.0000286102294921875","0.00003754547287826426",""
"pytorch-benchmark-B50-N500-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:51:41.000Z","13","","500","torch.float16","pytorch","50","trace","","","","","","","","","","","","","","","","","","","","","","","","","","0.0003039836883544922","0.00009643554949434474","0.00008702278137207031","0.00008463859558105469","0.000023343029170064256","0.0003039836883544922","0.00009643554949434474","0.00008702278137207031","0.00008463859558105469","0.000023343029170064256","","","","","","0.0002772808074951172","0.00003388881668797694","0.000030994415283203125","0.000029802322387695312","0.000024711122023290955","0.0002772808074951172","0.00003388881668797694","0.000030994415283203125","0.000029802322387695312","0.000024711122023290955","CUDA out of memory. Tried to allocate 16.12 GiB. GPU 0 has a total capacty of 47.51 GiB of which 5.31 GiB is free. Including non-PyTorch memory, this process has 42.19 GiB memory in use. Of the allocated memory 31.81 GiB is allocated by PyTorch, and 9.86 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF"
"pytorch-benchmark-B50-N100-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:51:05.000Z","33","","100","torch.float16","pytorch","50","trace","0.2310318946838379","0.2057180553674698","0.2086186408996582","0.1826820373535156","0.013773182407021524","0.004306316375732422","0.001803278923034668","0.0016732215881347656","0.0013606548309326172","0.0004127967404201627","0.05603170394897461","0.02973371744155884","0.02014732360839844","0.012108564376831056","0.016084056347608566","0.0564267635345459","0.03006610833108425","0.020412921905517575","0.012378215789794922","0.01607520505785942","0.0006351470947265625","0.00033239126787520945","0.0002760887145996094","0.0002372264862060547","0.00010474993905518204","0.0006630420684814453","0.00009865999163594096","0.00008535385131835938","0.00008320808410644531","0.00006252064486034214","0.0006630420684814453","0.00009865999163594096","0.00008535385131835938","0.00008320808410644531","0.00006252064486034214","0.22937822341918945","0.20391477644443512","0.2068026065826416","0.1813044548034668","0.013723074458539486","0.0002465248107910156","0.00003646612094598822","0.000032901763916015625","0.000029802322387695312","0.000021944464606349356","0.0002465248107910156","0.00003646612094598822","0.000032901763916015625","0.000029802322387695312","0.000021944464606349356",""
"pytorch-benchmark-B50-N50-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:50:41.000Z","21","","50","torch.float16","pytorch","50","trace","0.13010215759277344","0.11170130968093872","0.1102457046508789","0.10310697555541992","0.006458621937781572","0.0034487247467041016","0.0020727061200886965","0.0020236968994140625","0.0013704299926757812","0.0004336603742558509","0.02136397361755371","0.013663961552083492","0.01301884651184082","0.009851932525634766","0.001958589069545269","0.02163124084472656","0.013969192281365396","0.013264894485473633","0.010264158248901367","0.001950495527125895","0.0007824897766113281","0.0003052306128665805","0.00026035308837890625","0.00023651123046875","0.00010877245949814096","0.00028443336486816406","0.00009052515088114887","0.00008487701416015625","0.00008344650268554688","0.00002111482353939209","0.00028443336486816406","0.00009052515088114887","0.00008487701416015625","0.00008344650268554688","0.00002111482353939209","0.12845230102539062","0.10962861776351927","0.10814976692199708","0.1000826358795166","0.006562174763530493","0.0002455711364746094","0.00003305673453724012","0.000030517578125","0.00002956390380859375","0.00002166308695450425","0.0002455711364746094","0.00003305673453724012","0.000030517578125","0.00002956390380859375","0.00002166308695450425",""
"pytorch-benchmark-B50-N10-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:50:26.000Z","13","","10","torch.float16","pytorch","50","trace","0.036675214767456055","0.022894246503710747","0.02258896827697754","0.02193617820739746","0.0016447934322059157","0.002583026885986328","0.0018491244409233332","0.001769304275512695","0.001680612564086914","0.00019278349645901471","0.019295454025268555","0.0129486583173275","0.012681245803833008","0.007814645767211914","0.002166953170672059","0.019536733627319336","0.013214033097028732","0.012923240661621094","0.008066177368164062","0.002156742149963975","0.0006422996520996094","0.0002653741976246238","0.0002429485321044922","0.00023555755615234375","0.00007268879562616348","0.00029206275939941406","0.00010514497989788651","0.00010085105895996094","0.00009894371032714844","0.00002413686343061272","0.00029206275939941406","0.00010514497989788651","0.00010085105895996094","0.00009894371032714844","0.00002413686343061272","0.03444957733154297","0.021045122295618057","0.0207979679107666","0.02023148536682129","0.0015906874323263764","0.0002186298370361328","0.00004452228677109815","0.00004267692565917969","0.000035762786865234375","0.00001797392360458616","0.0002186298370361328","0.00004452228677109815","0.00004267692565917969","0.000035762786865234375","0.00001797392360458616",""
"pytorch-benchmark-B50-N1-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:50:13.000Z","10","","1","torch.float16","pytorch","50","trace","0.021463632583618164","0.01327173039317131","0.012877225875854492","0.004973888397216797","0.002307566814124584","0.0031321048736572266","0.0019148706924170256","0.001819610595703125","0.0016627311706542969","0.0002473866334185004","0.020554542541503903","0.0129117202013731","0.01262497901916504","0.007206916809082031","0.0020483662374317646","0.02103400230407715","0.01320909708738327","0.01289677619934082","0.007536411285400391","0.002035580575466156","0.0007185935974121094","0.00029737711884081364","0.00025725364685058594","0.0002276897430419922","0.00009280676749767736","0.0002944469451904297","0.00007693290535826236","0.00007796287536621094","0.00006508827209472656","0.000023212083760881796","0.0002944469451904297","0.00007693290535826236","0.00007796287536621094","0.00006508827209472656","0.000023212083760881796","0.019625425338745117","0.01135685946792364","0.011069059371948242","0.002585887908935547","0.0023320538457483053","0.00029921531677246094","0.00003691911842906848","0.00003361701965332031","0.0000324249267578125","0.00002669043533387594","0.00029921531677246094","0.00003691911842906848","0.00003361701965332031","0.0000324249267578125","0.00002669043533387594",""
"pytorch-benchmark-B100-N50-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T18:50:12.000Z","142","","50","jax.numpy.float32","jax","100","","0.0983119010925293","0.0903969645500183","0.0970163345336914","0.0048215389251708984","0.023305653301026512","0.0983119010925293","0.0903969645500183","0.0970163345336914","0.0048215389251708984","0.023305653301026512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N50-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:49:53.000Z","8","","50","jax.numpy.float32","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N50-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T18:49:35.000Z","8","","50","jax.numpy.float32","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N500-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:49:29.000Z","41","","500","torch.float16","pytorch","10","trace","0.2886028289794922","0.27221325039863586","0.27115297317504883","0.2553369998931885","0.007248817943036556","0.002475738525390625","0.00130525347776711","0.0013570785522460938","0.0007910728454589844","0.0003147734678350389","0.06878089904785156","0.04877046123147011","0.04671263694763184","0.04012012481689453","0.0064551434479653835","0.06907367706298828","0.049166299402713776","0.04706621170043945","0.040389299392700195","0.006480878219008446","0.0009903907775878906","0.0003958368324674666","0.00033211708068847656","0.0002586841583251953","0.00014669634401798248","0.0002930164337158203","0.00010765075421659276","0.00010466575622558594","0.00010228157043457033","0.00001937192791956477","0.0002930164337158203","0.00010765075421659276","0.00010466575622558594","0.00010228157043457033","0.00001937192791956477","0.2872629165649414","0.2709079682826996","0.269977331161499","0.2538576126098633","0.007238893769681454","0.00016617774963378906","0.00003833532173302956","0.0000362396240234375","0.00003528594970703125","0.000013564645996666512","0.00016617774963378906","0.00003833532173302956","0.0000362396240234375","0.00003528594970703125","0.000013564645996666512",""
"pytorch-benchmark-B100-N50-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:49:16.000Z","8","","50","jax.numpy.float32","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N100-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:49:12.000Z","15","","100","torch.float16","pytorch","10","trace","0.06553149223327637","0.05425506457686424","0.053376197814941406","0.05211067199707031","0.0024836736265569925","0.010588407516479492","0.0011169457575306296","0.0008931159973144531","0.0006914138793945312","0.0010092398151755333","0.019320964813232425","0.012939224019646645","0.012650251388549805","0.00977802276611328","0.0011592952068895102","0.019570350646972656","0.013225040398538113","0.012902259826660156","0.01049661636352539","0.0011352204019203782","0.0007374286651611328","0.0002858162042684853","0.0002532005310058594","0.0002429485321044922","0.00009455732651986182","0.0003745555877685547","0.0001039886483340524","0.0001003742218017578","0.00009870529174804688","0.00002756669528025668","0.0003745555877685547","0.0001039886483340524","0.0001003742218017578","0.00009870529174804688","0.00002756669528025668","0.06415581703186035","0.05313811823725701","0.05233430862426758","0.0500030517578125","0.002402417128905654","0.0003483295440673828","0.00003994703365606256","0.0000362396240234375","0.00003528594970703125","0.000031290153856389225","0.0003483295440673828","0.00003994703365606256","0.0000362396240234375","0.00003528594970703125","0.000031290153856389225",""
"pytorch-benchmark-B10-N50-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:48:56.000Z","13","","50","torch.float16","pytorch","10","trace","0.03703904151916504","0.03030722215771675","0.029157161712646484","0.028715133666992188","0.0024412591010332108","0.002949953079223633","0.0008849644800648093","0.0007622241973876953","0.000690460205078125","0.00034379507997073233","0.03843832015991211","0.01864064484834671","0.017676353454589844","0.008392333984375","0.0065101212821900845","0.03929853439331055","0.019302532076835632","0.018246173858642575","0.00888204574584961","0.006620421074330807","0.008267641067504883","0.0006618881016038358","0.0005905628204345703","0.0002510547637939453","0.000788893667049706","0.0002751350402832031","0.00009446144395042212","0.00008559226989746094","0.00008296966552734375","0.00002123068225046154","0.0002751350402832031","0.00009446144395042212","0.00008559226989746094","0.00008296966552734375","0.00002123068225046154","0.03590202331542969","0.029422257095575333","0.02829742431640625","0.02768564224243164","0.0023986990563571453","0.0003311634063720703","0.00007778644794598222","0.00007295608520507812","0.00007128715515136719","0.000026184579837718047","0.0003311634063720703","0.00007778644794598222","0.00007295608520507812","0.00007128715515136719","0.000026184579837718047",""
"pytorch-benchmark-B10-N10-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:48:43.000Z","11","","10","torch.float16","pytorch","10","trace","0.021979331970214844","0.013446517288684843","0.01290440559387207","0.010902166366577148","0.0019854907877743244","0.0030112266540527344","0.0009871768997982144","0.0009169578552246094","0.0007827281951904297","0.00029066044953651726","0.019973039627075195","0.012868840247392654","0.012676715850830078","0.006972074508666992","0.001985716400668025","0.020257234573364254","0.013174223713576794","0.012960195541381836","0.007211923599243164","0.0019691709894686937","0.0009200572967529296","0.00030538320424966514","0.0002586841583251953","0.0002338886260986328","0.00011854944750666618","0.00022792816162109375","0.00010244369332212956","0.0001003742218017578","0.00009870529174804688","0.000013110542568028904","0.00022792816162109375","0.00010244369332212956","0.0001003742218017578","0.00009870529174804688","0.000013110542568028904","0.02117776870727539","0.012459340505301952","0.012042522430419922","0.009526491165161133","0.001988228177651763","0.0001823902130126953","0.000039248465327546","0.00003743171691894531","0.00003647804260253906","0.000014601031580241395","0.0001823902130126953","0.000039248465327546","0.00003743171691894531","0.00003647804260253906","0.000014601031580241395",""
"pytorch-benchmark-B100-N10-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T18:48:31.000Z","34","","10","jax.numpy.float32","jax","100","","0.019690990447998047","0.01677603244781494","0.017750263214111328","0.004526615142822266","0.0036965713239843576","0.019690990447998047","0.01677603244781494","0.017750263214111328","0.004526615142822266","0.0036965713239843576","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N1-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:48:30.000Z","9","","1","torch.float16","pytorch","10","trace","0.003680706024169922","0.002181324874982238","0.002169370651245117","0.0015773773193359375","0.00045090101775713265","0.0013446807861328125","0.0008958458784036338","0.0007975101470947266","0.0007390975952148438","0.00018106021161656827","0.0005080699920654297","0.0003198337508365512","0.00031566619873046875","0.0003113746643066406","0.000020473296899581328","0.0008521080017089844","0.0005439257365651429","0.0005381107330322266","0.0005307197570800781","0.000032611980714136735","0.0003440380096435547","0.0002240920002805069","0.0002219676971435547","0.0002181529998779297","0.000012532732398540247","0.0003113746643066406","0.00013207436131779104","0.00015425682067871094","0.00009393692016601562","0.00003514411218930036","0.0003113746643066406","0.00013207436131779104","0.00015425682067871094","0.00009393692016601562","0.00003514411218930036","0.0025663375854492188","0.001285479054786265","0.0013043880462646484","0.0008382797241210938","0.0003376762324478477","0.00022029876708984375","0.00005628585859085433","0.00004291534423828125","0.00004100799560546875","0.000026028141292044893","0.00022029876708984375","0.00005628585859085433","0.00004291534423828125","0.00004100799560546875","0.000026028141292044893",""
"pytorch-benchmark-B1-N500-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:48:15.000Z","13","","500","torch.float16","pytorch","1","trace","0.04032301902770996","0.022738754749298096","0.022017717361450195","0.018466472625732425","0.0023744686041027308","0.0011265277862548828","0.0005374884349294007","0.0005047321319580078","0.000469207763671875","0.00009746741852723062","0.019634485244750977","0.013038442470133305","0.012618303298950195","0.007418394088745117","0.002399091375991702","0.01991724967956543","0.013335718773305416","0.012897014617919922","0.007692575454711914","0.0023869825527071953","0.0006432533264160156","0.000297276972560212","0.0002741813659667969","0.00024771690368652344","0.00006933997065061703","0.00039315223693847656","0.00010884523362619802","0.00009107589721679688","0.00008988380432128906","0.00004297654231777415","0.00039315223693847656","0.00010884523362619802","0.00009107589721679688","0.00008988380432128906","0.00004297654231777415","0.03978204727172851","0.022201266139745712","0.0215146541595459","0.01783299446105957","0.0023786970414221287","0.0002267360687255859","0.00006656884943367913","0.00007343292236328125","0.00004458427429199219","0.000022221371182240542","0.0002267360687255859","0.00006656884943367913","0.00007343292236328125","0.00004458427429199219","0.000022221371182240542",""
"pytorch-benchmark-B100-N10-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:48:13.000Z","8","","10","jax.numpy.float32","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N100-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:48:00.000Z","12","","100","torch.float16","pytorch","1","trace","0.022914648056030273","0.013117577880620956","0.012869596481323242","0.002915620803833008","0.0019159879302605989","0.001453876495361328","0.000593078148085624","0.00052642822265625","0.0004682540893554687","0.00017212941020261496","0.01968097686767578","0.012834584340453148","0.012650012969970705","0.00739288330078125","0.0018392413621768355","0.019965410232543945","0.013136058114469051","0.012932062149047852","0.007740020751953125","0.0018201941857114432","0.0006194114685058594","0.0003014731337316334","0.0002682209014892578","0.0002484321594238281","0.00008265623910119757","0.0002770423889160156","0.00009657621558289976","0.0000927448272705078","0.00009107589721679688","0.000020148019757471047","0.0002770423889160156","0.00009657621558289976","0.0000927448272705078","0.00009107589721679688","0.000020148019757471047","0.02239084243774414","0.01252449955791235","0.01231670379638672","0.002249717712402344","0.0019646675791591406","0.0001876354217529297","0.000042510033381404355","0.00003910064697265625","0.00003814697265625","0.000018159806131734513","0.0001876354217529297","0.000042510033381404355","0.00003910064697265625","0.00003814697265625","0.000018159806131734513",""
"pytorch-benchmark-B100-N10-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T18:47:54.000Z","8","","10","jax.numpy.float32","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N50-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:47:46.000Z","11","","50","torch.float16","pytorch","1","trace","0.02721428871154785","0.01347449328750372","0.012939929962158205","0.0021948814392089844","0.002552059479057789","0.001021623611450195","0.0005200886516831815","0.0004899501800537109","0.0004682540893554687","0.00009361191769130528","0.03463315963745117","0.013693192042410374","0.01265263557434082","0.00690460205078125","0.003892057342454791","0.034891605377197266","0.013966968283057213","0.01291203498840332","0.007185935974121094","0.003902760799974203","0.0005965232849121094","0.0002737760660238564","0.00025773048400878906","0.0002448558807373047","0.00006127498636487871","0.00024580955505371094","0.00010351181117584928","0.00010132789611816406","0.00009894371032714844","0.000014747524801350664","0.00024580955505371094","0.00010351181117584928","0.00010132789611816406","0.00009894371032714844","0.000014747524801350664","0.026664257049560547","0.012954404577612875","0.012439727783203123","0.0014200210571289062","0.002572018187493086","0.00017547607421875","0.00005075454828329384","0.0000476837158203125","0.00004601478576660156","0.000017197693523485214","0.00017547607421875","0.00005075454828329384","0.0000476837158203125","0.00004601478576660156","0.000017197693523485214",""
