"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dtype","framework","num_models","mode","ConvNet with Global Pooling Benchmark Time.combined.max","ConvNet with Global Pooling Benchmark Time.combined.mean","ConvNet with Global Pooling Benchmark Time.combined.median","ConvNet with Global Pooling Benchmark Time.combined.min","ConvNet with Global Pooling Benchmark Time.combined.std","ConvNet with Global Pooling Benchmark Time.fprop.max","ConvNet with Global Pooling Benchmark Time.fprop.mean","ConvNet with Global Pooling Benchmark Time.fprop.median","ConvNet with Global Pooling Benchmark Time.fprop.min","ConvNet with Global Pooling Benchmark Time.fprop.std","4-layer MLP Benchmark Time.bprop.max","4-layer MLP Benchmark Time.bprop.mean","4-layer MLP Benchmark Time.bprop.median","4-layer MLP Benchmark Time.bprop.min","4-layer MLP Benchmark Time.bprop.std","4-layer MLP Benchmark Time.combined.max","4-layer MLP Benchmark Time.combined.mean","4-layer MLP Benchmark Time.combined.median","4-layer MLP Benchmark Time.combined.min","4-layer MLP Benchmark Time.combined.std","4-layer MLP Benchmark Time.fprop.max","4-layer MLP Benchmark Time.fprop.mean","4-layer MLP Benchmark Time.fprop.median","4-layer MLP Benchmark Time.fprop.min","4-layer MLP Benchmark Time.fprop.std","Conv Layer Benchmark Time.combined.max","Conv Layer Benchmark Time.combined.mean","Conv Layer Benchmark Time.combined.median","Conv Layer Benchmark Time.combined.min","Conv Layer Benchmark Time.combined.std","Conv Layer Benchmark Time.fprop.max","Conv Layer Benchmark Time.fprop.mean","Conv Layer Benchmark Time.fprop.median","Conv Layer Benchmark Time.fprop.min","Conv Layer Benchmark Time.fprop.std","ConvNet with Global Pooling Benchmark Time.bprop.max","ConvNet with Global Pooling Benchmark Time.bprop.mean","ConvNet with Global Pooling Benchmark Time.bprop.median","ConvNet with Global Pooling Benchmark Time.bprop.min","ConvNet with Global Pooling Benchmark Time.bprop.std","MLP Benchmark Time.combined.max","MLP Benchmark Time.combined.mean","MLP Benchmark Time.combined.median","MLP Benchmark Time.combined.min","MLP Benchmark Time.combined.std","MLP Benchmark Time.fprop.max","MLP Benchmark Time.fprop.mean","MLP Benchmark Time.fprop.median","MLP Benchmark Time.fprop.min","MLP Benchmark Time.fprop.std","error"
"pytorch-benchmark-B50-N100-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:40:40.000Z","7","","100","jax.numpy.float32","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N50-dtypetorch.float32-modetrace","finished","-","evolvingfungus","","2023-10-16T15:40:05.000Z","34","","50","torch.float32","pytorch","1","trace","0.0399775505065918","0.013265863060951231","0.012965679168701172","0.0028197765350341797","0.0019602542743086815","0.0017642974853515625","0.0004984881961718202","0.00047135353088378906","0.000457763671875","0.00011556458775885405","0.020662307739257812","0.012973562814295292","0.012726783752441406","0.006827592849731445","0.0015307406429201365","0.020918607711791992","0.013227644376456738","0.012975215911865234","0.007111787796020508","0.0015242265071719885","0.0010788440704345703","0.0002540807763580233","0.0002422332763671875","0.00023365020751953125","0.00005181294909561984","0.00024366378784179688","0.00006716322968713939","0.00006604194641113281","0.00006461143493652344","0.000006955851404200075","0.00024366378784179688","0.00006716322968713939","0.00006604194641113281","0.00006461143493652344","0.000006955851404200075","0.03940463066101074","0.012767373584210873","0.012489080429077148","0.002242565155029297","0.0019684741273522377","0.00027871131896972656","0.00004391574839246459","0.00003528594970703125","0.0000286102294921875","0.000018258551790495403","0.00027871131896972656","0.00004391574839246459","0.00003528594970703125","0.0000286102294921875","0.000018258551790495403",""
"pytorch-benchmark-B1-N10-dtypetorch.float32-modetrace","finished","-","evolvingfungus","","2023-10-16T15:39:53.000Z","10","","10","torch.float32","pytorch","1","trace","0.003176450729370117","0.0012408551992848516","0.001238107681274414","0.0008080005645751953","0.00011896078649442644","0.0008246898651123047","0.0004088904825039208","0.00040030479431152344","0.0003871917724609375","0.00003081087561440654","0.0006997585296630859","0.00047739219735376537","0.00047087669372558594","0.0004622936248779297","0.000023991980924620293","0.001010417938232422","0.0006786778103560209","0.0006701946258544922","0.0006587505340576172","0.000029675738915102556","0.00039076805114746094","0.00020128559845034033","0.00019931793212890625","0.00019478797912597656","0.000014657955944130665","0.00021505355834960935","0.00006719660450471565","0.00006508827209472656","0.00006365776062011719","0.000009246911758964416","0.00021505355834960935","0.00006719660450471565","0.00006508827209472656","0.00006365776062011719","0.000009246911758964416","0.002774953842163086","0.0008319647167809308","0.0008373260498046875","0.0004138946533203125","0.00011496517254272476","0.0002560615539550781","0.00004395914220367558","0.000034332275390625","0.00002765655517578125","0.00001902816438814625","0.0002560615539550781","0.00004395914220367558","0.000034332275390625","0.00002765655517578125","0.00001902816438814625",""
"pytorch-benchmark-B1-N1-dtypetorch.float32-modetrace","finished","-","evolvingfungus","","2023-10-16T15:39:42.000Z","8","","1","torch.float32","pytorch","1","trace","0.0013730525970458984","0.0007255747332237661","0.00070953369140625","0.0007004737854003906","0.00004480726784095168","0.0007300376892089844","0.0003740329702850431","0.0003695487976074219","0.0003643035888671875","0.00002015802965615876","0.0002903938293457031","0.0002203421609010547","0.00021195411682128904","0.00020551681518554688","0.00001461312876926968","0.0005273818969726562","0.00040514254942536354","0.0003969669342041016","0.00038814544677734375","0.000015800469554960728","0.00023937225341796875","0.0001848003885243088","0.00018405914306640625","0.000179290771484375","0.000004354653356131166","0.0002090930938720703","0.0000684642800479196","0.00006723403930664062","0.00006604194641113281","0.000006119333193055354","0.0002090930938720703","0.0000684642800479196","0.00006723403930664062","0.00006604194641113281","0.000006119333193055354","0.0008323192596435547","0.00035154176293872297","0.00033926963806152344","0.00033402442932128906","0.00003212476076441817","0.00027871131896972656","0.00003155565354973078","0.000031948089599609375","0.00002694129943847656","0.000009806879461393692","0.00027871131896972656","0.00003155565354973078","0.000031948089599609375","0.00002694129943847656","0.000009806879461393692",""
"pytorch-benchmark-B50-N50-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T15:39:13.000Z","76","","50","jax.numpy.float32","jax","50","","0.04878973960876465","0.041632957458496093","0.04749250411987305","0.0028390884399414062","0.0149369976372619","0.04878973960876465","0.041632957458496093","0.04749250411987305","0.0028390884399414062","0.0149369976372619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N500-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T15:39:07.000Z","33","","500","torch.float32","pytorch","100","normal","","","","","","","","","","","","","","","","","","","","","","","","","","0.02192068099975586","0.012766610831022264","0.01926183700561523","0.0000820159912109375","0.009137277491390703","0.02192068099975586","0.012766610831022264","0.01926183700561523","0.0000820159912109375","0.009137277491390703","","","","","","0.0016231536865234375","0.0006827757460996509","0.00003600120544433594","0.00003337860107421875","0.0006960663013160229","0.0016231536865234375","0.0006827757460996509","0.00003600120544433594","0.00003337860107421875","0.0006960663013160229","CUDA out of memory. Tried to allocate 18.69 GiB. GPU 0 has a total capacty of 47.51 GiB of which 5.30 GiB is free. Including non-PyTorch memory, this process has 42.20 GiB memory in use. Of the allocated memory 31.37 GiB is allocated by PyTorch, and 10.31 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF"
"pytorch-benchmark-B50-N50-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:38:54.000Z","8","","50","jax.numpy.float32","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N50-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T15:38:35.000Z","8","","50","jax.numpy.float32","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N50-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:38:16.000Z","8","","50","jax.numpy.float32","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N10-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T15:37:42.000Z","23","","10","jax.numpy.float32","jax","50","","0.01198267936706543","0.007631263732910156","0.008533716201782227","0.002861499786376953","0.0022653041270667695","0.01198267936706543","0.007631263732910156","0.008533716201782227","0.002861499786376953","0.0022653041270667695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N10-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:37:23.000Z","8","","10","jax.numpy.float32","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N10-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T15:37:05.000Z","8","","10","jax.numpy.float32","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N10-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:36:47.000Z","8","","10","jax.numpy.float32","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N1-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T15:36:19.000Z","17","","1","jax.numpy.float32","jax","50","","0.0031974315643310547","0.0018182921409606936","0.0018286705017089844","0.0015895366668701172","0.0001679134522418977","0.0031974315643310547","0.0018182921409606936","0.0018286705017089844","0.0015895366668701172","0.0001679134522418977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N1-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:36:00.000Z","8","","1","jax.numpy.float32","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N1-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T15:35:41.000Z","8","","1","jax.numpy.float32","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N1-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:35:23.000Z","8","","1","jax.numpy.float32","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N500-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T15:33:09.000Z","123","","500","jax.numpy.float32","jax","10","","0.09907984733581544","0.06571348428726197","0.09532928466796876","0.0013210773468017578","0.044342301848045336","0.09907984733581544","0.06571348428726197","0.09532928466796876","0.0013210773468017578","0.044342301848045336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N500-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:32:50.000Z","8","","500","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N500-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T15:32:32.000Z","7","","500","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N500-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:32:14.000Z","8","","500","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N100-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T15:31:24.000Z","39","","100","jax.numpy.float32","jax","10","","0.020935535430908203","0.01238593816757202","0.017872095108032227","0.0012967586517333984","0.007928199486435797","0.020935535430908203","0.01238593816757202","0.017872095108032227","0.0012967586517333984","0.007928199486435797","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N100-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:31:06.000Z","8","","100","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N100-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T15:30:47.000Z","8","","100","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N100-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:30:29.000Z","7","","100","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N50-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T15:29:53.000Z","25","","50","jax.numpy.float32","jax","10","","0.013558149337768556","0.006044993400573731","0.008708953857421875","0.0013151168823242188","0.0035889805690721634","0.013558149337768556","0.006044993400573731","0.008708953857421875","0.0013151168823242188","0.0035889805690721634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N100-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T15:29:48.000Z","556","","100","torch.float32","pytorch","100","normal","0.4730031490325928","0.44158563017845154","0.44281911849975586","0.4053800106048584","0.009669498540461063","0.006912946701049805","0.0027167173102498055","0.002668619155883789","0.002212047576904297","0.0004402192134875804","0.15937471389770508","0.10070854425430298","0.10005784034729004","0.06757092475891113","0.014958896674215794","0.1599879264831543","0.10115593671798706","0.10057401657104492","0.06854009628295898","0.014973371289670467","0.0023345947265625","0.00044738888391293585","0.0003876686096191406","0.0002627372741699219","0.00017239677254110575","0.004048824310302734","0.0025466494262218475","0.003840923309326172","0.000095367431640625","0.0017929484602063894","0.004048824310302734","0.0025466494262218475","0.003840923309326172","0.000095367431640625","0.0017929484602063894","0.470348596572876","0.4388689696788788","0.4401390552520752","0.4031293392181397","0.009658362716436386","0.00052642822265625","0.0001504526153439656","0.00003504753112792969","0.000028133392333984375","0.0001422231289325282","0.00052642822265625","0.0001504526153439656","0.00003504753112792969","0.000028133392333984375","0.0001422231289325282",""
"pytorch-benchmark-B10-N50-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:29:34.000Z","8","","50","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N50-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T15:29:15.000Z","8","","50","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N50-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:28:57.000Z","8","","50","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N10-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T15:28:31.000Z","15","","10","jax.numpy.float32","jax","10","","0.006697177886962891","0.0016822266578674315","0.0015645027160644531","0.0015101432800292969","0.0005928257577944658","0.006697177886962891","0.0016822266578674315","0.0015645027160644531","0.0015101432800292969","0.0005928257577944658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N10-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:28:12.000Z","8","","10","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N10-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T15:27:54.000Z","7","","10","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N10-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:27:35.000Z","8","","10","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N1-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T15:27:10.000Z","14","","1","jax.numpy.float32","jax","10","","0.003770589828491211","0.001332559585571289","0.0012981891632080078","0.0011370182037353516","0.00030805396675862034","0.003770589828491211","0.001332559585571289","0.0012981891632080078","0.0011370182037353516","0.00030805396675862034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N1-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:26:51.000Z","8","","1","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N1-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T15:26:33.000Z","8","","1","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N1-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:26:14.000Z","8","","1","jax.numpy.float32","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N500-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T15:25:37.000Z","26","","500","jax.numpy.float32","jax","1","","0.008491039276123047","0.0041941308975219724","0.006173849105834961","0.0011417865753173828","0.00251011136182646","0.008491039276123047","0.0041941308975219724","0.006173849105834961","0.0011417865753173828","0.00251011136182646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N500-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:25:18.000Z","9","","500","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N50-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T15:25:07.000Z","278","","50","torch.float32","pytorch","100","normal","0.27286839485168457","0.22529160976409912","0.22726225852966309","0.2016241550445557","0.01650545746088028","0.01024317741394043","0.0026702526956796646","0.002519369125366211","0.0021076202392578125","0.0007625040598213673","0.0829930305480957","0.041759688407182693","0.04618573188781738","0.012188434600830078","0.016409311443567276","0.08327889442443848","0.04208410158753395","0.04647207260131836","0.012459754943847656","0.016408352181315422","0.0012905597686767578","0.00032441949588246644","0.00029659271240234375","0.0002429485321044922","0.00009654903988121076","0.002292633056640625","0.001259881304576993","0.001901865005493164","0.00008058547973632812","0.000877601036336273","0.002292633056640625","0.001259881304576993","0.001901865005493164","0.00008058547973632812","0.000877601036336273","0.27057504653930664","0.222621351480484","0.2246239185333252","0.1990206241607666","0.016475476324558258","0.0004200935363769531","0.00011889410234289244","0.00003457069396972656","0.000027894973754882812","0.00010568647121544927","0.0004200935363769531","0.00011889410234289244","0.00003457069396972656","0.000027894973754882812","0.00010568647121544927",""
"pytorch-benchmark-B1-N500-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T15:24:59.000Z","8","","500","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N500-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:24:39.000Z","9","","500","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N100-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T15:24:13.000Z","15","","100","jax.numpy.float32","jax","1","","0.003135204315185547","0.0012190818786621091","0.001171588897705078","0.0011420249938964844","0.0002446235828860855","0.003135204315185547","0.0012190818786621091","0.001171588897705078","0.0011420249938964844","0.0002446235828860855","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N10-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T15:24:00.000Z","64","","10","torch.float32","pytorch","100","normal","0.09157562255859376","0.040228962898254395","0.039090633392333984","0.037497520446777344","0.0032148919999599457","0.010196924209594728","0.003410058794543147","0.0032880306243896484","0.002751588821411133","0.0006874487153254449","0.03024077415466309","0.013405757024884224","0.012845516204833984","0.008539676666259766","0.0025239642709493637","0.030498743057250977","0.013695742934942244","0.0131072998046875","0.009063243865966795","0.0025372314266860485","0.00691676139831543","0.00028998564812354743","0.00024437904357910156","0.00022935867309570312","0.00025746345636434853","0.002133607864379883","0.0001869175466708839","0.00009918212890625","0.00008034706115722656","0.00012191770656500012","0.002133607864379883","0.0001869175466708839","0.00009918212890625","0.00008034706115722656","0.00012191770656500012","0.08852815628051758","0.036818910390138626","0.03583550453186035","0.03268241882324219","0.0032401089556515217","0.0003368854522705078","0.00003180599378538318","0.000029325485229492188","0.000027894973754882812","0.0000103120255516842","0.0003368854522705078","0.00003180599378538318","0.000029325485229492188","0.000027894973754882812","0.0000103120255516842",""
"pytorch-benchmark-B1-N100-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:23:56.000Z","7","","100","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N100-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T15:23:37.000Z","8","","100","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N100-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:23:20.000Z","7","","100","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N1-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T15:23:20.000Z","37","","1","torch.float32","pytorch","100","normal","0.03782534599304199","0.01363738626241684","0.012995481491088867","0.012339591979980469","0.0021083804313093424","0.009879589080810549","0.00298031116835773","0.0028748512268066406","0.002728700637817383","0.0004977367934770882","0.02252101898193359","0.013004855252802372","0.01277613639831543","0.007879972457885742","0.0013815549900755286","0.022745847702026367","0.01324412226676941","0.013005733489990234","0.008220195770263672","0.001375261228531599","0.0007336139678955078","0.0002392664027865976","0.0002269744873046875","0.00021982192993164065","0.000052435731049627066","0.001961946487426758","0.00006768250750610605","0.00006532669067382812","0.00006413459777832031","0.00006029273572494276","0.001961946487426758","0.00006768250750610605","0.00006532669067382812","0.00006413459777832031","0.00006029273572494276","0.03488612174987793","0.01065707579255104","0.010104656219482422","0.009439945220947266","0.002042687963694334","0.0003345012664794922","0.000030318975404952653","0.000027894973754882812","0.000026702880859375","0.000010234806723019574","0.0003345012664794922","0.000030318975404952653","0.000027894973754882812","0.000026702880859375","0.000010234806723019574",""
"pytorch-benchmark-B1-N50-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T15:22:57.000Z","13","","50","jax.numpy.float32","jax","1","","0.0013647079467773438","0.0009958720207214355","0.0009839534759521484","0.0009615421295166016","0.00005051545085194957","0.0013647079467773438","0.0009958720207214355","0.0009839534759521484","0.0009615421295166016","0.00005051545085194957","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N500-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T15:22:53.000Z","24","","500","torch.float32","pytorch","50","normal","","","","","","","","","","","","","","","","","","","","","","","","","","0.010485410690307615","0.006384565494954586","0.009636878967285156","0.00008082389831542969","0.0045571704395115376","0.010485410690307615","0.006384565494954586","0.009636878967285156","0.00008082389831542969","0.0045571704395115376","","","","","","0.0009171962738037108","0.00033632112899795175","0.00003647804260253906","0.00002765655517578125","0.0003364399599377066","0.0009171962738037108","0.00033632112899795175","0.00003647804260253906","0.00002765655517578125","0.0003364399599377066","CUDA out of memory. Tried to allocate 16.12 GiB. GPU 0 has a total capacty of 47.51 GiB of which 11.42 GiB is free. Including non-PyTorch memory, this process has 36.08 GiB memory in use. Of the allocated memory 31.81 GiB is allocated by PyTorch, and 3.75 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF"
"pytorch-benchmark-B1-N50-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:22:38.000Z","8","","50","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N50-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T15:22:20.000Z","8","","50","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N50-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T15:22:01.000Z","8","","50","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
